विठ्ठल vitthal
सुगौरी sugauri
सुखचैन sukhchain
सुखजित sukhjit
सुखजोत sukhjot
सुखशरन sukhsharan
सुलभा sulabha
सुमनमाला sumanmala
सुरभी surabhi
सुवल्ली suvalli
सुयशा suyasha
स्वेतप्रिया swetpriya
स्वरुपलक्ष्मी swaruplaxmi
तारकेश्वरी tarakeshwari
तारकालक्ष्मी tarakalaxmi
तारकम tarakam
तमन्ना tamanna
तपस्वीनी tapaswini
तरललेखा tarallekha
त्रिजगती trijagati
तुलसी tulasi
तुरन्या turanya
उजहाला ujhala
उपधा upadha
उपधा upadha
उपदृष्टी updrushti
उपग्या upagya
उपस्ती upasti
उपला upala
उपमा upama
उत्तरा uttara
उत्तरायनी uttarayani
वैजयंती vaijyant
वरन्या varanya
वसंतलक्ष्मी vasantlaxmi
विनारशी vinarashi
वासवदत्ता vasavdatta
वासव्या vasavya
वैतरणी vaitarani
वनजाक्षी vanjakshi
वनलक्ष्मी vanlaxmi
वनप्रिया vanpriya
वंदनमाला vandanmala
वरदादेवी vardadevi
वरदंबा vardamba
वरलिका varlika
वीरवल्ली virvalli
विजयश्री vijayshri
विजयालक्ष्मी vijayalaxmi
विजयंती vijayanti
यवनलक्ष्मी yavanlaxmi
योगप्रिया yogpriya
आहेर aher
साबे sabe
पेशवे peshave
वनारे vanare
ढोरे dhore
अहिरे ahire
गाडकर gadkar
डिसा disa
थेटे thete
दिक्षित dikshit
गुप्ता gupta
कळसकार kalaskar
भरेकर bharekar
कवडकार kavadkar
काकडे kakade
मुनी muni
दांगट dangat
डिक्कर dikkar
दारुवाला daruwala
पुरी puri
भालतडक bhaltadak
झगडे zagade
बेलोकार belokar
अमलकार amalkar
सप्रे sapre
डवंगे davange
खडे khade
जोहरी johari
भारत bharat
बावस्कार bawaskar
ऋषी rushi
खिलारी khilari
उन्हाळे unhale
जबडे jabade
दुधपोळे dudhpole
मारके marake
शिराळकर shiralkar
हर्षे harshe
वाणी vani
भगत bhagat
रानडे ranade
काटोले katole
दुबे dube
भिसे bhise
टापरे tapare
तळसरे talsare
सातपुते satpute
कुंभार kumbhar
इंगले ingale
घ्यार ghyar
डाकवे dakave
शेळके shelke
गर्जे garje
लोहे lohe
बाठे bathe
मोरे more
थोरात thorat
भारुडकर bharudkar
जाजु jaju
वांदे vande
बक्षे bakshe
तिजारे tijare
क्षीरसागर kshirsagar
चोखंडे chokhande
दुगड dugad
बारी bari
गांगुर्डे gangurde
गावंडे gawande
येऊतकर yeutkar
चाकरवार chakarwar
राऊत raut
पाटील patil
फाळके falke
घोरड ghorad
सावंत savant
भोजने bhojane
घुले ghule
चितळे chitale
शितोळे shitole
प्रभु prabhu
गायगोळ gaygol
माली mali
माळी mali
आर्य arya
गुनगाशी gungashi
कळसकार kalaskar
काळे kale
शुक्ला shukla
वेल्लापुरे vellapure
सोनवने sonvane
दवने dawane
कुटे kute
कपूर kapur
धधम dhadham
साळुंखे salunkhe
ताले tale
ननावरे nanaware
खांजोळे khanjole
खत्री khatri
पुरकर purkar
पाखरे pakhare
मांडे mande
धोटे dhote
राहटे rahate
वाकोडे wakode
श्रीवास्तव shrivastav
गांधी gandhi
भट bhat
बेंडे bende
गाडेवार gadewar
धर dhar
इराणी irani
ढोबळे dhobale
शित्रे shitre
पाटेखेडे patekhede
शेवाळे shewale
बागवे bagave
सरोदे sarode
गोखले gokhale
धुरी dhuri
रोशन roshan
संभानी sambhani
डांगे dange
कीनगे kinage
पंथ panth
कुबेर kuber
शिंत्रे shintre
गोळे gole
खंडागळे khandagale
पाटेकर patekar
साबे sabe
राय ray
हेगडे hegade
पिचड pichad
म्हस्के mhaske
संत sant
तिरमारे tirmare
कारंडे karande
पंडीत pandit
वाघ wagh
रहमान rahman
पठाण pathan
टिकार tikar
पुरी puri
व्यवहारे vyavahare
रणसिंग ransingh
खान khan
देसाई desai
रे re
कुरुंदकर kurundkar
भालेराव bhalerao
अली ali
शिंगाडे shingade
बधे badhe
माघाडे maghade
अरांके aranke
राजगुरु rajguru
बढे badhe
सरगम sargam
तिडके tidake
दांडेकर dandekar
सोमन soman
ढमाले dhamale
ढगे dhage
मातोंडकर matondkar
पंथी panthi
फसाले fasale
टागोर tagore
बुरघाटे burghate
इनामदार inamdar
टिळक tilak
ढाकरे dhakare
रोहा roha
शास्त्री shastri
सपकाळ sapkal
गाडे gade
पवार pavar
कोल्हापुरे kolhapure
फाटकर fatkar
भोसले bhosale
बहुरुपी bahurupi
दळवी dalavi
टोहरे tohare
सुळे sule
नलावडे nalawade
तायल tayal
राठोड rathod
मेतकर metkar
पाटणकर patankar
बाबा baba
भरेकर bharekar
भारसाखडे bharsakhade
वैद्य vaidya
धोनी dhoni
भट्टड bhattad
बेदी bedi
म्हैसने mhaisane
शर्मा sharma
जाधव jadhav
नाईक naik
पारधी paradhi
वर्मा varma
तेंडुलकर tendulkar
भुजबळ bhujbal
शिवरकर shivarkar
गवई gawai
कोहली kohali
पंडित pandit
कस्तुरे kasture
परनाटे parnate
द्रविड drawid
शर्मा sharma
देगावकर degavkar
मिसाळ misal
विखे vikhe
गंभिर gambhir
वट्टी vatti
देव dev
फेरन feran
सातपुते satpute
रामदासी ramdasi
अंजीकर anjikar
फेरंग ferang
दगडे dagade
वाढोकार vadhokar
कोठे kothe
महाजन mahajan
सहस्रबुद्दे sahasrabudde
गाळकर galkar
घडेकर ghadekar
पादुकोन padukon
भंडारी bhandari
