अनुत्तम anuttam
रांजळे ranjale
मीनू minoo
ढोलबारी dholbari
नागरकुरनूल nagarkurnul
ईस्ट east
भाग्यासुंदरी bhagyasundari
धरणे dharane
डेविड david
विक्रमारत्ने wickramaratne
पिंपरखेड pimparkhed
नवबीर navbir
प्रभाती prabhati
अर्नव arnav
प्रेमियो premio
पावरोटी pavarotti
का ka
लिंपनगाव limpangaon
अशोकआप्पा ashokappa
केकडी kekadi
वाटरफोन waterphone
मित्रा mitra
बहन bahen
के ke
पुष्पेंदु pushpendu
मावळेवाडी mavlewadi
पिंपळा pimpala
केळपानी kelpani
बंसीलाल bansilaal
कैलकटा calcutta
ग्रीन green
जापूळ japul
घोडेगाव ghodegaon
किर्तीवल्लभ kirtivallabh
नॉर्थ northrop
लखीमपुर lakhimpur
क्वाड quad
पल्लविनी pallavini
श्रावन shravan
रसेल russell
दूदू dudu
खुरई khurai
डा da
स्टीफन्स stephens
ट्रूमेन truman
कोर्नेलिया cornelia
हंडरेज hundreed
सेवरही sevrahi
लया laya
डेस्चर deutscher
कुंभारझरी kumbharzari
खरडवाडी kharadwadi
अंधेरा andhera
रेशा resha
ऑबर्थ oberth
मायलिन maylin
इंटरकॉनटिनेंटल intercontinental
ओमर omar
जाधववाडी jadhavwadi
नॉक्ज़विले knoxville
संचला sanchala
बिरजू birju
मांडला mandala
गर्नेट garnett
मोरोसिनी morosini
विनस्लो winslow
मोहम्मद mohammad
कीट्स keats
पडाली padali
जीवन jeevan
टेलर taylor
कोला kola
इवाविक ivvavik
आयुष ayush
केशवमुर्ती keshavmurti
नवले navale
गोसावी gosavi
डोलहारी dolhari
कैलावे callaway
चित्तरंजन chittaranjan
कर्हे karhe
फोर्ट fort
पोशेरा poshera
जालना jalana
भावनी bhavani
हरिज harij
मेमोरियल memorial
बरडतांडा baradtanda
चंदा chanda
आतंक aatank
अल्मा alma
गोनेगाव gonegaon
मराठवाडी marathwadi
हमीद hameed
भादा bhada
देवता devta
रामगीत ramgit
ड्रैक drake
मिशेलिन michelin
कश्मकश kashmakash
स्क्वेअर square
धनोडी dhanodi
भी bhi
लता lata
देवरगाव devargaon
जल्लाद jallad
सलाम salam
धनेश dhanesh
डॉट dot
जंक्शन junction
ऑफ of
घर ghar
अभिहिता abhihita
कुंभारी kumbhari
रसिकबिहारी rasikbihari
कल्पित kalpit
फुलपिंपळगाव fulpimpalgaon
मॅकिनॅक mackinac
पनपालिया panpaliya
गाज़ियाबाद ghaziabad
दिबाग dibag
दर्पाली darpali
भिलखेड bhilkhed
मासखेड maskhed
तोशन toshan
चुकारपिंपरी chukarpimpari
श्रिवन shrivan
चिज़ारिरा chizarira
गुना guna
संगत sangat
ग़ुलाम ghulam
कौडगावहुडा kaudgavhuda
राहीमाह rahimah
कोका coca
यशिता yashita
मावळन mavlan
फ़िरदौसी firdausi
सिताकांत sitakant
कलयुग kalyug
आबशर aabshar
हरडोली hardoli
हिंगणेगव्हाद hingnegavhad
वझिरगंज vazirganj
रिज़रवायर reservoir
हीमांशी himanshi
सैन san
मनोभु manobhu
हरले hurley
गिफॉर्ड gifford
हीथ heath
पृथ्वीपती pruthvipati
श्रेष्टा shreshta
देवदैठण devdaithan
दिन din
एक ek
त्रिवेणीगंज triveniganj
दरया darya
उल्फाह ulfah
नाथ nath
कैलारस kailaras
नानु nanu
प्रतीभानु pratibhanu
हरकिरन harkiran
पत्नी patni
सेंटाइम्स centimes
परीनिता parinita
सोसा sosa
डेरिल daryl
धनुशा dhanusha
सुवास suvaas
बरार barar
मंडरेल mandrel
हेमिंग्स hemmings
विवेंदी vivendi
खानिवली khanivali
गहना gahana
लव्हले lavhale
यामीनी yamini
पावस pawas
चतुरा chatura
कॅरी carry
प्राइज़ prize
गरमा garma
परमजोत paramjot
नंबर number
पिरामल pirama
क्यूमो cuomo
जस्टिन justin
भौजाई bhaujai
रुगनहोएकसेडिज्क ruigenhoeksedijk
अरनेजा arneja
बाधड़ा badhada
अविलाश avilash
रेजिना regina
चाएला chaela
नीशार nishar
रुशिल rushil
वाहबान wahban
गोस्वामी goswami
कॅथे cathy
डे de
जववाणी javvani
आचार्यसुता acharysutaa
घनश्याम ghanashyam
जयप्रभा jayprabha
जंक्शन junction
मनवेंद्र manvendra
पैट्सी patsy
फ़ल्घम fulghum
खून khoon
संनिधी sannidhi
लिंबोडी limbodi
ओझर ozar
सोनाळे sonale
लोहारी lohari
अम्बाला ambala
शामक shamak
चामभाई chambhai
बेडरूम bedroom
हकनाकवाडी haknakwadi
खून khoon
मुर्रे murray
कविभुषन kavibhushan
मानुस manus
कोका coca
पोलखरणी polakhrani
ऑफ of
सदरा sadra
एंजेलिका angelica
निमेय nimey
खानापूर khanapur
प्राइज़ prize
फुटबॉल football
जहदारी jahdari
थिएटर theatre
महाप्रभा mahaprabha
दिपेन dipen
एल्हैम ealham
हिल्स hills
वंशी vanshi
ऐश aish
वरदराव varadrao
शाकशा shaksha
श्रवंतीका shravantika
उदय uday
दौंडज daundaj
चक्रपाणि chakrapani
नंदाकोट nandakot
गौर gaur
निमगाव nimgaon
मुफ्ती muftee
धर्माबाद dharmabad
विठे vithe
गुरप्रीत gurpreet
कळवणे kalwane
ऋशन rushan
काबुल kabul
सफीपुर saphipur
इंडस्ट्रीज़ industries
नैगावदत्त naigavdutt
ईगल eagle
में mein
एरंडे erande
निघोज nighoj
पॉल paul
डाइक dyke
एथनोलॉजी ethnology
सागर saagar
करंदीकर karandikar
तापी tapi
तपस्वी tapasvi
बाज़ी baazi
आइरन iron
कौकाब kaukab
मालती malati
बारागाव baragaon
नक्टीपर्डी naktipardi
वहीदुल wahidul
अझामाबाद azamabad
खरबडा kharbada
बब्बर babbar
कनकराव kanakrao
बेनवाडी benwadi
चानी chaani
कर्जत karjat
गुलाबपूर gulabpur
लोंढेमोहीतेवाडी londhemohitewadi
पूजिता pujita
दिया diya
एरॉल errol
साल saal
खिलाड़ी khiladi
मेरा mera
कोई koi
डमबेग dumbeg
ईदालीना idalina
प्रिथुकिर्ती prithukirti
सी sea
किशोरकुमार kishorkumar
विल्मेरिस vilmaris
ब्रूल brule
अनिमिश animish
पेन्हेरा penhera
देना dena
गोगाव gogaon
एलिसा elisa
पांडुरंग panduranga
सनातन sanatan
बसई basai
बाबला babala
किंग king
कली kali
कौशाली kaushali
सलिल salil
दोस्ती dosti
पार्थसारथी parthasarathi
महिमावाडी mahimawadi
जामिया jamiya
